vserver,status,OS,DB,cluster,vhost,DataCenter,vcpu,memory,disk-size,organization,service-id,service-name
sysc36281,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000517,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス2996
sysc36282,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000640,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス2997
sysc36283,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000551,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス2998
sysc36284,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000538,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス2999
sysc36285,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000517,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス3000
sysc36286,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000642,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス3001
sysc36287,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000519,東京,2,2,50,ＩＴシステム本部,SYS1021,サービス3002
sysc36299,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000639,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3003
sysc36300,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000536,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3004
sysc36301,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000537,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3005
sysc36302,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000552,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3006
sysc36303,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000637,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3007
sysc36304,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000550,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3008
sysc36305,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000519,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3009
sysc36306,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000634,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3010
sysc36307,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000551,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3011
sysc36308,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000634,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3012
sysc36309,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000549,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3013
sysc36310,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000638,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3014
sysc36311,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000551,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3015
sysc36312,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000520,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3016
sysc36313,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000535,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3017
sysc36314,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000538,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3018
sysc36315,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000537,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3019
sysc36316,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000518,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3020
sysc36317,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000517,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3021
sysc36318,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000538,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3022
sysc36319,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000551,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3023
sysc36320,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000536,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3024
sysc36321,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000641,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3025
sysc36322,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000634,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3026
sysc36323,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000551,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3027
sysc36324,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000634,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3028
sysc36325,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000641,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3029
sysc36326,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000536,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3030
sysc36327,運用中,Linux V6 (SL),-,TKY-MAN301,awseb000519,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3031
sysc36328,運用中,Linux V6 (SL),-,TKY-MAN302,awseb000642,東京,2,4,140,ＩＴシステム本部,BSD0096,サービス3032
sysc36397,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000517,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3033
sysc36398,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000638,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3034
sysc36399,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000639,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3035
sysc36400,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000538,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3036
sysc36401,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000549,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3037
sysc36402,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000538,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3038
sysc36403,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000549,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3039
sysc36404,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000520,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3040
sysc36405,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000535,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3041
sysc36406,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000640,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3042
sysc36407,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000633,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3043
sysc36408,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000550,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3044
sysc36409,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000517,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3045
sysc36410,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000552,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3046
sysc36411,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000641,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3047
sysc36412,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000520,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3048
sysc36413,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000519,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3049
sysc36414,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000518,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3050
sysc36415,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000517,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3051
sysc36416,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000642,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3052
sysc36417,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000551,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3053
sysc36418,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000518,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3054
sysc36419,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000637,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3055
sysc36420,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000638,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3056
sysc36421,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000535,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3057
sysc36422,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000538,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3058
sysc36423,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000537,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3059
sysc36424,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000520,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3060
sysc36425,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000549,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3061
sysc36426,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000550,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3062
sysc36427,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000549,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3063
sysc36428,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000536,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3064
sysc36429,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000641,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3065
sysc36430,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000642,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3066
sysc36431,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000551,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3067
sysc36432,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000550,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3068
sysc36433,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000637,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3069
sysc36434,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000552,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3070
sysc36435,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000637,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3071
sysc36436,運用中,CentOS 4 (64),-,TKY-MAN302,awseb000642,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3072
sysc36437,運用中,CentOS 4 (64),-,TKY-MAN301,awseb000519,東京,2,2,190,ＩＴシステム本部,SYS0116,サービス3073
sysc36473,運用中,CentOS 4 (64),-,TKY-MAN307,awseb000747,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3074
sysc36474,運用中,CentOS 4 (64),-,TKY-MAN308,awseb000658,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3075
sysc36475,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100669,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3076
sysc36476,運用中,CentOS 4 (64),-,TKY-MAN308,awseb100670,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3077
sysc36477,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100669,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3078
sysc36478,運用中,CentOS 4 (64),-,TKY-MAN308,awseb000658,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3079
sysc36479,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100669,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3080
sysc36480,運用中,CentOS 4 (64),-,TKY-MAN308,awseb100670,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3081
sysc36481,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100669,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3082
sysc36482,運用中,CentOS 4 (64),-,TKY-MAN308,awseb100670,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3083
sysc36483,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100671,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3084
sysc36484,運用中,CentOS 4 (64),-,TKY-MAN308,awseb100670,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3085
sysc36485,運用中,CentOS 4 (64),-,TKY-MAN307,awseb100671,東京,4,24,1960,ＩＴシステム本部,SYS1200,サービス3086
sysc650576,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600112,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3087
sysc650577,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600109,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3088
sysc650578,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600112,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3089
sysc650579,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600107,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3090
sysc650580,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600112,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3091
sysc650581,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600107,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3092
sysc650582,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600112,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3093
sysc650583,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3094
sysc650584,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600112,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3095
sysc650585,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3096
sysc650586,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600106,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3097
sysc650587,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3098
sysc650588,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600106,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3099
sysc650589,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600107,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3100
sysc650590,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600106,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3101
sysc650591,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600109,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3102
sysc650592,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3103
sysc650593,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600109,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3104
sysc650594,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3105
sysc650595,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600109,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3106
sysc650596,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3107
sysc650597,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3108
sysc650598,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3109
sysc650599,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600107,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3110
sysc650600,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3111
sysc650601,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3112
sysc650602,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600108,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3113
sysc650603,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3114
sysc650604,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600108,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3115
sysc650605,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3116
sysc650606,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600108,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3117
sysc650607,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3118
sysc650608,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600108,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3119
sysc650609,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3120
sysc650610,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3121
sysc650611,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600105,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3122
sysc650612,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3123
sysc650613,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600105,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3124
sysc650614,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3125
sysc650615,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600105,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3126
sysc650616,運用中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3127
sysc650617,運用中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,4,4,60,ＩＴシステム本部,SYS1021,サービス3128
sysc650766,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3129
sysc650767,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1209,sysef600113,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3130
sysc650768,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1210,sysef600110,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3131
sysc650769,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1209,sysef600105,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3132
sysc650770,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1210,sysef600108,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3133
sysc650771,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1209,sysef600107,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3134
sysc650772,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1210,sysef600106,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3135
sysc650773,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1209,sysef600111,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3136
sysc650774,ＳＥ構築中,Linux V6 (SL),-,AWS-MAN1210,sysef600114,大阪,1,2,40,ＩＴシステム本部,SYS0242,サービス3137
syka39014,運用中,Linux V6 (SL),-,vmcloud010,awsef000304,東京,1,4,100,システム基盤本部,SYS1051,サービス3138
syka39015,運用中,Linux V6 (SL),-,vmcloud009,awsef000425,東京,1,4,100,システム基盤本部,SYS1051,サービス3139
syka39016,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,4,100,システム基盤本部,SYS1051,サービス3140
syka39017,運用中,Linux V6 (SL),-,vmcloud009,awsef000301,東京,1,4,100,システム基盤本部,SYS1051,サービス3141
syxa700009,運用中,CentOS 4 (64),-,vmcloud003,awsdk510483,大阪,1,4,40,システム基盤本部,STD1086,サービス3142
syxa700010,運用中,CentOS 4 (64),-,vmcloud004,awsdk510486,大阪,1,4,40,システム基盤本部,STD1086,サービス3143
syxa700011,運用中,CentOS 4 (64),-,vmcloud003,awsdk510489,大阪,1,2,40,システム基盤本部,STD1086,サービス3144
syxa700012,運用中,CentOS 4 (64),-,vmcloud004,awsdk510484,大阪,1,2,40,システム基盤本部,STD1086,サービス3145
syxa700055,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,2,8,80,システム基盤本部,STD1086,サービス3146
syxa700056,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,2,8,80,システム基盤本部,STD1086,サービス3147
syxa700057,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,2,8,80,システム基盤本部,STD1086,サービス3148
syxa700058,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,2,8,80,システム基盤本部,STD1086,サービス3149
syxa700059,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,2,8,43,システム基盤本部,STD1086,サービス3150
syxa700060,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,2,8,43,システム基盤本部,STD1086,サービス3151
syxa700061,運用中,Linux V6 (SL),-,vmcloud009,awsef000303,東京,2,8,43,システム基盤本部,STD1086,サービス3152
syxa700062,運用中,Linux V6 (SL),-,vmcloud010,awsef000424,東京,2,8,43,システム基盤本部,STD1086,サービス3153
syxa700063,運用中,Linux V6 (SL),-,vmcloud009,awsef000303,東京,2,8,60,システム基盤本部,STD1086,サービス3154
syxa700064,運用中,Linux V6 (SL),-,vmcloud010,awsef000428,東京,2,8,60,システム基盤本部,STD1086,サービス3155
syxa700067,運用中,Linux V6 (SL),-,vmcloud009,awsef000311,東京,1,2,50,システム基盤本部,STD1086,サービス3156
syxa700068,運用中,Linux V6 (SL),-,vmcloud010,awsef000312,東京,1,2,50,システム基盤本部,STD1086,サービス3157
syxa700075,運用中,Linux V6 (SL),-,vmcloud009,awsef000301,東京,2,8,43,システム基盤本部,STD1086,サービス3158
syxa700076,運用中,Linux V6 (SL),-,vmcloud010,awsef000312,東京,2,8,43,システム基盤本部,STD1086,サービス3159
syxa700077,運用中,Linux V6 (SL),-,vmcloud009,awsef000305,東京,2,8,43,システム基盤本部,STD1086,サービス3160
syxa700078,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,2,8,43,システム基盤本部,STD1086,サービス3161
syxa700079,運用中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,2,8,43,システム基盤本部,STD1086,サービス3162
syxa700080,運用中,Linux V6 (SL),-,vmcloud010,awsef000424,東京,2,8,43,システム基盤本部,STD1086,サービス3163
syxa700081,ＳＥ構築中,Linux V6 (SL),-,vmcloud009,awsef000395,東京,1,2,23,システム基盤本部,STD1086,サービス3164
syxa700082,ＳＥ構築中,Linux V6 (SL),-,vmcloud010,awsef000298,東京,1,2,23,システム基盤本部,STD1086,サービス3165
syxa700083,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,2,8,43,システム基盤本部,STD1086,サービス3166
syxa700084,運用中,Linux V6 (SL),-,vmcloud010,awsef000300,東京,2,8,43,システム基盤本部,STD1086,サービス3167
syxa700085,運用中,Linux V6 (SL),-,vmcloud009,awsef000307,東京,2,12,65,システム基盤本部,STD1086,サービス3168
syxa700086,運用中,Linux V6 (SL),-,vmcloud010,awsef000398,東京,2,12,65,システム基盤本部,STD1086,サービス3169
syxa700087,運用中,Linux V6 (SL),-,vmcloud009,awsef000303,東京,2,8,44,システム基盤本部,STD1086,サービス3170
syxa700088,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,2,8,44,システム基盤本部,STD1086,サービス3171
syxa700089,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,4,8,44,システム基盤本部,STD1086,サービス3172
syxa700090,運用中,Linux V6 (SL),-,vmcloud010,awsef000306,東京,4,8,44,システム基盤本部,STD1086,サービス3173
syxa700091,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,4,8,44,システム基盤本部,STD1086,サービス3174
syxa700092,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,4,8,44,システム基盤本部,STD1086,サービス3175
syxa700093,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,2,4,30,システム基盤本部,STD1086,サービス3176
syxa700094,運用中,Linux V6 (SL),-,vmcloud010,awsef000426,東京,2,4,30,システム基盤本部,STD1086,サービス3177
syxa700095,運用中,Linux V6 (SL),-,vmcloud009,awsef000311,東京,2,8,44,システム基盤本部,STD1086,サービス3178
syxa700096,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,2,8,44,システム基盤本部,STD1086,サービス3179
syxa700097,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,1,2,23,システム基盤本部,STD1086,サービス3180
syxa700098,運用中,Linux V6 (SL),-,vmcloud010,awsef000394,東京,1,2,23,システム基盤本部,STD1086,サービス3181
syxa702341,運用中,Linux V6 (SL),-,vmcloud009,awsef000427,東京,1,2,42,ＩＴシステム本部,BSD1194,サービス3182
syxa702342,運用中,Linux V6 (SL),-,vmcloud010,awsef000396,東京,1,2,42,ＩＴシステム本部,BSD1194,サービス3183
syxa702343,運用中,Linux V6 (SL),-,vmcloud009,awsef000301,東京,1,2,42,ＩＴシステム本部,BSD1194,サービス3184
syxa702394,運用中,Linux V6 (SL),-,vmcloud010,awsef000308,東京,1,4,62,ＩＴシステム本部,BSD1741,サービス3185
syxa702395,運用中,Linux V6 (SL),-,vmcloud009,awsef000303,東京,1,4,62,ＩＴシステム本部,BSD1741,サービス3186
syxa702396,運用中,Linux V6 (SL),-,vmcloud010,awsef000306,東京,1,4,62,ＩＴシステム本部,BSD1741,サービス3187
syxa702397,運用中,Linux V6 (SL),-,vmcloud009,awsef000425,東京,1,4,62,ＩＴシステム本部,BSD1741,サービス3188
syxa702398,運用中,Linux V6 (SL),-,vmcloud010,awsef000310,東京,1,2,22,ＩＴシステム本部,BSD1741,サービス3189
syxa702399,運用中,Linux V6 (SL),-,vmcloud009,awsef000309,東京,1,2,22,ＩＴシステム本部,BSD1741,サービス3190
syxa702400,運用中,Linux V6 (SL),-,vmcloud010,awsef000302,東京,1,2,22,ＩＴシステム本部,BSD1741,サービス3191
syxa702401,運用中,Linux V6 (SL),-,vmcloud009,awsef000297,東京,1,2,22,ＩＴシステム本部,BSD1741,サービス3192
syxa702402,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000426,東京,1,2,70,ＩＴシステム本部,BSD1741,サービス3193
syxa702403,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000393,東京,1,2,70,ＩＴシステム本部,BSD1741,サービス3194
syxa702404,運用中,Linux V6 (SL),MySQL,vmcloud010,awsef000310,東京,1,2,70,ＩＴシステム本部,BSD1741,サービス3195
syxa702405,運用中,Linux V6 (SL),MySQL,vmcloud009,awsef000427,東京,1,2,70,ＩＴシステム本部,BSD1741,サービス3196
Syxa702409,運用中,Linux V6 (SL),-,vmcloud1203,vserv600087,大阪,1,2,42,法人サービス事業部,BSD1739,サービス3197
Syxa702410,運用中,Linux V6 (SL),-,vmcloud1204,vserv600090,大阪,1,2,42,法人サービス事業部,BSD1739,サービス3198
